avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,Id
11.0,4,187.3,502.1,46051,1381,15.0,0.0,"(45201, 48021.6]",52.0,49.8,53.4,"Rock County, Nebraska",1.94,59.4,6.0,23.3,69.8,0.9,41.7,14.1,64.1,1.7,70.1,50.7,25.6,31.4,11.4,95.64596717,0.7137758740000001,0.214132762,0.7137758740000001,52.60869565,3.361344538,11
207.0,85,204.5,478.1,46682,50803,13.9,0.0,"(45201, 48021.6]",30.0,28.8,31.4,"Vernon Parish, Louisiana",2.82,55.0,11.5,47.2,,5.7,35.8,13.6,44.8,7.5,69.3,49.3,24.8,31.8,15.8,76.97804711,14.26747466,1.716975379,1.301547374,55.90180473,7.229203117999999,12
10.0,5,151.4,300.1,35924,2206,22.1,0.0,"(34218.1, 37413.8]",43.1,41.1,48.7,"Dickens County, Texas",2.36,52.5,39.0,13.2,45.3,2.5,28.3,11.4,39.9,13.6,58.4,,33.5,38.0,17.3,88.33844805,6.093818501,0.043840421,3.156510303,51.70842825,6.788511749,13
186.0,81,169.1,387.6,52785,48435,16.9,454.2169918000001,"(51046.4, 54545.6]",35.5,34.5,36.6,"Atascosa County, Texas",3.04,52.1,19.4,36.3,39.3,5.0,36.0,9.3,56.9,6.5,57.7,46.3,39.0,32.6,20.5,91.7194474,0.784272051,0.312433581,4.055260361,53.23829981,5.556068297,14
435.0,166,136.7,356.1,47520,118737,21.0,202.1273908,"(45201, 48021.6]",34.2,33.1,35.2,"San Juan County, New Mexico",3.04,46.6,23.0,31.0,,1.5,32.1,9.1,54.6,9.2,50.4,40.2,36.4,37.1,24.4,53.09790383,0.552212446,0.51465241,5.154515595,48.79315011,6.09617959,16
256.0,110,205.0,485.3,36003,40021,22.2,0.0,"(34218.1, 37413.8]",40.9,38.5,43.1,"Webster Parish, Louisiana",2.51,44.0,22.8,40.2,,2.1,40.5,11.0,47.6,7.6,52.8,37.3,32.4,42.4,25.1,63.5620553,34.32552872,0.337297191,0.182189724,42.25182366,6.027155315,17
511.0,163,156.2,473.8,59946,144251,15.9,1310.21622,"(54545.6, 61494.5]",29.8,29.5,30.4,"Johnson County, Iowa",2.37,43.4,4.1,18.2,62.7,15.0,17.1,27.4,69.0,3.5,81.2,,60.6,20.9,10.4,84.14684873,5.447660575,5.971915431,1.948564216,42.80662505,4.117879551000001,18
1780.0,748,169.1,418.7,44976,362895,18.4,286.5842737,"(42724.4, 45201]",39.3,37.6,41.0,"Lane County, Oregon",2.39,45.5,8.9,24.2,,7.5,25.0,17.2,,9.9,65.4,49.2,41.9,37.0,19.8,88.36862152,1.084691648,2.511062567,2.227356747,44.09409512,4.213583027,20
215.0,80,158.4,417.3,85885,65065,4.0,46.10773842,"(61494.5, 125635]",37.5,36.6,38.1,"Broomfield County, Colorado",2.57,58.6,11.5,29.7,,23.0,14.7,32.8,67.4,5.5,82.8,71.3,63.4,19.9,9.5,86.74607489,1.001663948,6.003393796,2.1367732580000003,57.20113892,5.099793071000001,21
14.0,7,195.9,379.3,31420,4197,38.6,238.2654277,"[22640, 34218.1]",29.8,29.7,30.1,"Corson County, South Dakota",3.37,39.9,50.1,30.3,,2.8,34.4,12.7,43.2,29.4,32.0,24.7,16.8,51.4,41.4,30.99542058,0.28922632,0.28922632,0.3615328989999999,43.69406021,9.343715239,23
1069.0,371,166.8,491.6,54782,195080,13.1,287.0617183,"(54545.6, 61494.5]",39.7,38.6,41.2,"Racine County, Wisconsin",2.53,50.0,17.6,37.6,,5.5,30.7,15.7,59.9,8.4,70.8,56.9,52.7,32.8,17.9,80.83532158,11.06955027,1.188332179,3.3648887860000003,49.61094928,5.596635235,24
66.0,29,183.4,433.5,48277,11130,14.5,0.0,"(48021.6, 51046.4]",44.8,45.0,44.5,"Essex County, Virginia",2.53,45.4,16.8,40.5,,13.0,38.5,9.0,57.0,8.5,67.2,51.6,45.3,35.3,17.2,55.74387947,41.03667832,0.0,0.197291723,46.16805171,1.972920696,25
583.0,267,154.6,350.1,45025,126427,18.7,0.0,"(42724.4, 45201]",40.0,38.2,41.8,"Cochise County, Arizona",2.42,50.4,17.9,37.9,,4.4,23.4,14.5,42.3,8.7,64.7,37.2,27.0,43.5,20.5,80.02036299,3.874366549,1.679174991,7.288251946,49.64669739,5.457360828,26
26.0,10,106.5,357.4,39572,4312,11.6,0.0,"(37413.8, 40362.7]",46.9,44.9,50.1,"Pierce County, North Dakota",2.08,58.1,16.3,12.2,50.4,21.1,33.2,13.5,60.3,0.9,79.1,,36.6,28.7,9.0,96.63253697,0.5233219570000001,0.0,0.0682593859999999,50.99108028,9.305373526,27
105.0,42,150.7,400.5,45439,22036,17.7,0.0,"(45201, 48021.6]",37.6,36.1,41.6,"Logan County, Colorado",2.61,46.5,11.2,33.1,,2.9,31.3,9.8,57.0,9.0,59.0,46.0,37.1,37.0,22.3,91.3352791,1.445640277,2.129697191,0.957679679,49.20913884,2.713797035,28
1557.0,496,165.0,497.0,72972,335687,8.3,74.47413811,"(61494.5, 125635]",38.2,36.9,39.3,"Chesterfield County, Virginia",2.78,52.6,10.9,32.0,,10.4,24.1,22.9,64.2,6.8,79.6,65.1,57.5,22.4,10.0,68.72531812,22.71494564,3.43382819,1.998317976,55.39611463,4.829985959,29
406.0,153,175.2,444.5,92446,90595,7.2,0.0,"(61494.5, 125635]",40.6,39.8,41.7,"Calvert County, Maryland",2.87,52.7,8.1,38.4,,8.6,31.5,17.4,63.9,7.6,82.1,66.2,58.4,24.3,11.0,81.8696318,12.7072375,1.401558027,0.489380119,57.54132563,3.454078056,30
1962.667684,19,178.0,453.5494221,46495,5040,12.8,0.0,"(45201, 48021.6]",49.2,47.6,50.4,"Big Stone County, Minnesota",2.18,63.2,43.3,20.7,,6.1,42.4,13.4,57.6,3.3,76.1,53.5,35.3,38.7,14.9,98.03272302,0.1947798989999999,0.077911959,0.116867939,56.35407537,7.09382151,31
81.0,40,227.4,465.4,44111,14811,18.7,0.0,"(42724.4, 45201]",41.9,41.6,42.7,"Sequatchie County, Tennessee",2.56,56.2,12.9,41.1,42.3,3.7,40.2,7.6,48.8,9.0,61.9,47.6,40.3,40.4,22.1,89.67242325,0.212445175,0.0,0.390625,54.94211932,3.2405891980000003,32
980.0,352,188.4,536.3,59925,160266,13.0,81.11514607,"(54545.6, 61494.5]",39.8,37.8,41.4,"Rensselaer County, New York",2.43,45.9,7.6,29.1,,13.5,29.0,16.2,61.3,7.6,76.4,60.4,56.3,31.9,15.9,87.26641651,6.112570356,2.335209506,0.696685428,45.44265292,4.18906927,33
230.0,111,187.5,396.3,44780,45941,16.6,0.0,"(42724.4, 45201]",42.0,41.5,42.5,"Hillsdale County, Michigan",2.5,54.0,14.0,28.7,,5.1,40.2,9.6,52.1,9.0,65.0,47.9,42.8,38.1,18.9,97.14582702,0.634501278,0.324830006,0.129932002,54.65468838,6.309693152,34
242.0,111,228.0,501.8,34022,41103,25.5,0.0,"[22640, 34218.1]",38.2,36.9,39.6,"Avoyelles Parish, Louisiana",2.52,44.8,34.2,37.1,,1.1,41.3,6.3,46.1,9.6,51.6,37.7,32.2,41.4,24.1,67.02505497,29.80502066,0.56536761,0.275435502,45.53971759,5.000553159,35
1003.0,395,191.5,501.1,44800,181635,15.6,16.51664052,"(42724.4, 45201]",39.8,38.3,41.0,"Bay County, Florida",2.54,49.0,19.6,32.1,,6.8,30.6,14.4,55.1,8.6,60.6,,32.1,36.3,19.6,82.06874134,10.76742343,2.033612199,0.616470776,47.33223403,5.729334092,36
12.0,5,113.5,337.6,40411,2168,12.7,0.0,"(40362.7, 42724.4]",54.5,53.2,55.4,"Keweenaw County, Michigan",2.1,55.6,20.8,32.7,37.6,8.9,32.6,13.5,44.8,7.0,66.2,37.7,30.8,50.8,20.6,98.36214741,0.8644222020000001,0.136487716,0.045495905,49.03846154,7.936507937000001,38
44.0,17,149.6,401.1,62800,7378,9.3,0.0,"(61494.5, 125635]",49.1,48.9,49.2,"Rappahannock County, Virginia",2.26,63.9,13.1,47.2,,3.7,25.6,19.9,57.0,2.9,68.1,50.5,39.9,31.5,13.1,92.38325932,4.185170233,0.8074283409999999,0.309514197,58.75343721,5.182481752,39
344.0,134,186.0,483.7,41141,69763,19.5,0.0,"(40362.7, 42724.4]",36.1,34.3,37.4,"Troup County, Georgia",2.73,43.1,19.0,37.6,,3.8,35.8,11.1,53.7,11.9,62.4,,43.6,33.5,18.8,60.320618,34.41416063,1.755557814,1.3925392419999998,43.38811118,6.920828113,40
20.0,7,106.1,307.1,57242,4691,9.6,0.0,"(54545.6, 61494.5]",52.9,51.2,53.5,"Ouray County, Colorado",2.31,61.0,17.3,37.6,,2.4,19.4,30.8,56.4,6.7,69.8,49.8,31.7,35.0,13.9,97.72925764,0.0,0.829694323,0.0,56.86868687,2.292993631,41
54.0,24,181.9,464.7,41395,9383,24.0,0.0,"(40362.7, 42724.4]",37.3,35.7,38.8,"Charles Mix County, South Dakota",2.78,47.5,23.7,38.9,31.4,6.0,37.9,13.2,56.8,5.1,56.8,,27.5,36.8,20.6,63.91384349,0.043294729,0.184002598,0.422123606,48.94355093,6.866002215,42
97.0,47,201.4,445.5,42582,15450,16.9,0.0,"(40362.7, 42724.4]",45.9,45.1,46.4,"Harrison County, Ohio",2.45,57.8,19.8,46.4,,1.6,48.7,5.4,52.9,5.6,67.7,49.8,46.8,37.7,19.3,95.83573211,2.09812576,0.134331222,0.198298471,56.7692553,7.1565495210000005,43
192.0,82,171.0,420.0,46945,38227,12.3,0.0,"(45201, 48021.6]",40.2,38.1,42.3,"Montgomery County, Indiana",2.52,53.1,19.6,32.7,43.0,4.7,44.2,10.6,57.9,6.9,67.1,52.3,47.1,33.2,18.5,96.20664361,0.8540291309999999,0.537042859,0.741381117,53.82250461,6.749577397,44
24.0,12,186.6,415.5,52032,4231,12.0,0.0,"(51046.4, 54545.6]",44.3,43.2,45.6,"Ellis County, Oklahoma",2.38,59.3,25.4,31.8,,8.3,37.4,15.8,55.8,5.0,69.5,51.8,43.8,34.5,18.0,94.34603252,0.024265955,0.509585052,0.363989323,54.9122807,5.277044855,45
51.0,22,178.9,440.7,48216,7228,10.3,138.35085780000003,"(48021.6, 51046.4]",45.9,45.0,47.7,"Adair County, Iowa",2.25,56.2,8.6,46.1,,11.5,44.7,11.9,62.5,3.2,75.5,53.0,43.4,38.0,14.2,98.46485322,0.363587396,0.323188796,0.175060598,51.62589037,4.989154013,46
32.0,14,154.3,431.1,43249,4329,13.4,0.0,"(42724.4, 45201]",49.2,48.0,50.9,"Nuckolls County, Nebraska",2.08,60.7,16.8,26.6,,9.0,42.1,11.2,61.9,2.9,72.3,,35.7,38.5,13.8,97.97312685,0.045547711,0.751537235,0.159416989,53.38491296,7.142857143,47
47.0,19,176.9,477.8,50014,5773,11.1,0.0,"(48021.6, 51046.4]",47.8,47.2,48.2,"Audubon County, Iowa",2.15,59.8,21.2,20.4,,4.4,42.3,10.4,62.3,2.6,73.0,51.2,36.4,37.7,16.7,97.66570114,0.323734878,0.323734878,0.0,52.95223768,4.757548033,49
192.0,78,158.0,424.8,55139,34765,15.0,0.0,"(54545.6, 61494.5]",42.0,37.6,45.0,"Washington County, Texas",2.68,48.3,11.9,28.7,,3.1,31.3,15.4,51.9,5.1,64.6,48.2,42.1,33.5,16.4,78.16041594,17.14569459,1.7700665969999998,1.150835378,52.59370817,5.054495913,50
81.0,32,133.7,345.3,45078,23506,15.6,0.0,"(42724.4, 45201]",31.7,30.9,33.2,"Cassia County, Idaho",2.96,60.1,18.5,41.3,,1.8,26.9,12.5,59.3,5.7,61.6,49.0,40.5,29.7,16.9,92.31460482,0.1882836239999999,0.342333861,5.122170397,61.756337300000006,8.097815192999999,51
104.0,39,165.3,463.4,37344,16698,21.9,0.0,"(34218.1, 37413.8]",41.7,40.3,46.6,"Brunswick County, Virginia",2.51,38.6,21.0,29.6,,4.2,35.7,7.5,46.0,10.5,60.0,44.0,37.8,40.7,22.5,41.9019492,55.78263438,0.3957471939999999,0.578854105,43.12035159,4.689366786,52
1189.0,413,175.5,502.3,38454,242891,23.6,551.6877941,"(37413.8, 40362.7]",33.6,32.0,35.2,"Hinds County, Mississippi",2.68,35.0,17.3,25.0,,8.1,24.9,16.1,55.4,10.3,56.1,44.5,37.8,37.2,23.8,27.30056858,70.30796262,0.820745585,0.708492968,34.49223767,5.533244087000001,53
1962.667684,37,181.7,453.5494221,59893,14875,9.2,0.0,"(54545.6, 61494.5]",41.4,40.1,42.7,"Sibley County, Minnesota",2.46,58.3,18.9,38.5,,4.9,40.8,12.8,66.8,5.5,76.6,60.3,50.3,32.2,15.8,96.77784435,0.3994407829999999,0.62579056,1.0385460359999998,56.65114732,5.58244595,57
141.0,54,163.2,445.9,61931,25658,8.8,233.8451945,"(61494.5, 125635]",41.4,40.2,42.2,"Benton County, Iowa",2.51,61.8,21.1,35.3,,6.1,36.4,16.3,65.1,4.7,80.5,63.0,55.8,29.9,11.8,97.76382591,0.701468821,0.213153509,0.251908693,60.49832578,6.183093392000001,59
27.0,10,142.5,389.0,27522,4740,32.0,0.0,"[22640, 34218.1]",43.0,40.7,47.3,"Tensas Parish, Louisiana",0.0248,33.8,40.4,30.7,,0.0,45.6,7.1,42.5,15.6,38.7,24.6,22.2,42.6,23.1,42.75495606,56.46842428,0.0,0.572246066,31.95822454,2.925809822,60
110.0,48,178.0,424.5,31933,20864,25.0,0.0,"[22640, 34218.1]",42.4,41.5,43.7,"Pickens County, Alabama",2.51,43.8,18.8,34.3,,3.3,42.2,6.7,41.7,13.8,58.0,40.4,34.7,44.5,24.1,56.17949234,42.3650282,0.065471394,0.498589847,43.58974359,6.291165115,61
281.0,112,168.0,433.2,57126,51659,11.4,0.0,"(54545.6, 61494.5]",498.0,40.1,43.1,"Ogle County, Illinois",2.5,55.0,12.3,31.5,48.1,8.1,33.7,12.9,60.0,8.0,75.0,59.2,52.6,31.3,15.5,95.083688,1.131744184,0.345439624,1.633681318,53.98678308,5.772258177,62
626.0,208,142.4,442.6,51573,160580,17.9,392.3278117,"(51046.4, 54545.6]",30.3,29.3,31.8,"Centre County, Pennsylvania",2.47,40.6,3.7,23.5,61.9,10.9,31.6,21.7,55.2,5.1,83.5,69.8,59.5,21.4,8.4,88.37558531,3.841645388,5.549254545,0.500560755,46.5592921,3.704047746,64
142.0,54,164.4,457.0,48994,21775,11.7,0.0,"(48021.6, 51046.4]",44.4,42.8,46.2,"Shelby County, Illinois",2.42,60.3,7.3,45.5,,5.8,45.5,10.9,55.1,6.2,70.8,52.7,46.5,37.2,18.8,98.47614741,0.551661768,0.325570879,0.049739995,58.74613003,4.376511986000001,65
57.0,21,124.3,337.1,31103,14035,30.4,0.0,"[22640, 34218.1]",41.4,38.9,43.2,"Dooly County, Georgia",2.52,40.3,27.3,45.8,,1.9,43.4,6.7,41.8,11.7,48.3,,32.9,40.4,23.9,44.12649549,50.17840901,0.195900091,4.442734206,43.40527578,1.972242513,66
1962.667684,9,157.6,453.5494221,48188,4055,9.2,0.0,"(48021.6, 51046.4]",42.3,41.5,42.9,"Red Lake County, Minnesota",2.43,57.5,12.9,34.9,43.5,8.6,40.9,11.8,65.8,3.5,72.9,55.9,49.0,36.0,18.6,94.97660675,0.664860872,0.270869244,0.911105639,54.60565924,10.14120668,68
81.0,31,188.1,497.1,47023,14408,15.6,0.0,"(45201, 48021.6]",41.5,40.7,42.2,"Pendleton County, Kentucky",2.67,55.5,10.7,47.6,31.4,10.3,47.9,7.2,56.2,6.4,67.0,53.8,49.5,36.5,21.2,98.15350696,0.571861651,0.0,0.0,56.23599701,5.568862275,69
1269.0,557,184.3,452.5,36383,141058,20.1,42.53569454,"(34218.1, 37413.8]",55.4,54.4,56.1,"Citrus County, Florida",2.25,54.6,24.1,42.3,,3.2,38.2,11.1,35.8,13.1,57.6,31.6,24.7,54.3,24.4,93.29127701,2.992395492,1.593939307,0.279977659,51.06536419,3.923080412,71
225.0,85,137.0,396.8,44490,33211,16.2,0.0,"(42724.4, 45201]",50.1,48.6,52.8,"Transylvania County, North Carolina",2.31,57.1,16.2,31.9,,2.9,28.4,17.4,49.1,6.9,62.8,37.4,28.0,41.9,17.1,90.33041788,3.914601555,0.622570457,2.857750243,56.36203995,4.726613966,72
215.0,80,163.5,469.4,70127,39227,6.3,2141.382211,"(61494.5, 125635]",39.9,38.8,41.0,"Woodford County, Illinois",2.65,59.1,14.7,30.5,,6.9,32.7,19.8,61.5,5.9,80.7,,57.1,27.9,12.6,96.80100240000002,0.5830307370000001,0.779931468,0.611159413,62.05574913,6.403882576,74
652.0,325,182.8,371.0,57719,149568,10.4,608.4189131,"(54545.6, 61494.5]",41.7,41.0,42.6,"Monroe County, Michigan",2.55,54.1,12.5,35.6,,7.2,36.2,12.2,56.4,8.3,77.0,59.7,55.4,31.1,14.0,94.60833843,2.322582361,0.616873621,0.607567338,54.45138818,6.102216567,76
145.0,55,183.0,445.8,77281,38863,10.7,0.0,"(61494.5, 125635]",36.2,36.3,36.1,"Chambers County, Texas",2.84,62.0,23.2,44.1,,0.9,31.8,13.4,53.9,7.8,63.5,53.7,50.3,26.5,16.6,84.07022629999999,7.938041932000001,1.304662962,3.846876594,63.99600553,5.775206257000001,77
40.0,17,182.2,426.5,48707,6709,12.9,0.0,"(48021.6, 51046.4]",47.5,47.1,47.8,"Surry County, Virginia",2.56,53.2,25.8,44.0,,14.0,29.2,15.4,56.2,10.7,65.2,50.4,42.3,31.4,17.1,52.39630661,45.06815184,0.8207533340000001,0.747471787,53.5982009,4.897660819,78
612.0,246,192.2,490.4,56326,110879,14.7,234.48984930000003,"(54545.6, 61494.5]",37.3,36.1,38.5,"Kankakee County, Illinois",2.61,46.7,10.7,32.2,,6.9,34.1,11.5,56.6,9.8,68.0,53.8,48.8,35.0,19.8,80.25948797,15.0265993,1.11209132,1.447144474,47.87181996,4.551301453,79
348.0,137,184.5,475.3,41554,62945,20.4,0.0,"(40362.7, 42724.4]",40.0,39.2,41.0,"Montcalm County, Michigan",2.59,51.3,18.2,42.1,,3.0,39.0,8.7,49.0,11.2,64.9,,43.1,40.1,20.5,94.25115866,2.115738683,0.3904514,0.414259412,52.62411957,5.831775701000001,80
173.0,65,168.7,458.1,54716,30009,9.9,1499.550135,"(54545.6, 61494.5]",42.2,42.0,42.5,"Sheridan County, Wyoming",2.28,56.9,5.5,37.1,50.2,7.2,27.2,19.3,60.2,3.4,73.9,56.9,47.8,29.3,12.7,93.67139687,0.810410922,0.7633331090000001,1.688075863,53.28351089,4.312372589,82
76.0,27,137.6,398.5,35049,13170,25.0,0.0,"(34218.1, 37413.8]",44.9,43.8,47.1,"Choctaw County, Alabama",2.37,48.3,17.4,43.1,,2.8,36.8,7.4,40.4,13.6,56.0,39.9,34.3,44.8,24.2,55.89399029,43.30720418,0.0,0.014930944,45.20179372,4.317548747,84
127.0,58,238.4,533.9,34382,16129,21.4,1922.003844,"(34218.1, 37413.8]",46.1,45.1,47.3,"Benton County, Tennessee",2.37,52.1,14.5,55.3,29.1,1.1,46.1,6.2,43.3,14.3,54.5,37.6,29.5,45.7,25.8,95.2155464,3.462271693,0.52272308,0.1045446159999999,49.10109048,5.264732276,86
93.0,30,150.9,468.0,41209,14781,19.3,0.0,"(40362.7, 42724.4]",45.3,44.2,46.5,"Calhoun County, South Carolina",2.45,53.3,19.4,35.3,,4.5,37.2,11.0,52.4,8.6,60.8,43.8,39.8,38.2,18.9,54.20510763,42.40540179,0.0,2.219548068,47.81021898,5.434122647000001,87
10.0,4,117.6,341.9,59408,1956,7.1,0.0,"(54545.6, 61494.5]",50.2,51.5,48.8,"Steele County, North Dakota",2.09,62.2,12.3,40.0,,3.8,30.9,16.3,62.6,4.0,84.8,60.8,38.8,29.8,7.9,99.646286,0.0,0.0,0.353713997,54.11392405,7.098765432,88
67.0,50,191.5,259.6,35651,19324,26.7,0.0,"(34218.1, 37413.8]",42.1,40.0,45.1,"Holmes County, Florida",2.6,48.4,28.0,34.5,,4.5,36.9,7.3,38.1,15.4,47.8,33.9,25.4,45.0,26.2,89.05016552,6.9875222820000005,0.371785078,0.621339445,53.30990041,5.39241858,89
431.0,173,190.9,484.6,44283,61298,19.6,81.56872981,"(42724.4, 45201]",47.5,45.2,49.1,"Georgetown County, South Carolina",2.55,50.1,15.1,41.4,39.4,4.0,31.3,15.4,45.7,11.2,56.3,,29.0,43.9,21.4,64.0163772,32.67021066,0.4094301,1.756587202,49.90664517,5.073731567,90
407.0,126,174.0,536.2,54924,78702,12.3,216.0046759,"(54545.6, 61494.5]",39.3,38.5,39.7,"Bullitt County, Kentucky",2.71,53.7,10.7,45.7,,5.9,40.8,9.2,,7.6,77.0,62.0,57.3,29.0,13.8,96.52811164,0.479463624,0.523641845,0.465170671,56.06891428,4.763673015,91
48.0,25,275.9,528.6,25473,6752,35.0,0.0,"[22640, 34218.1]",41.9,39.9,45.1,"Lee County, Kentucky",2.2,44.6,32.8,35.8,,0.0,42.5,3.4,29.0,12.2,41.5,30.3,29.2,52.4,37.1,96.95181908,0.941143419,0.505689001,0.0140469169999999,42.14760406,2.731512325,93
137.0,59,186.1,431.1,32508,25759,25.0,3493.924454,"[22640, 34218.1]",39.7,38.1,41.9,"Anson County, North Carolina",2.55,39.3,20.6,46.1,,3.3,41.6,6.6,46.4,17.6,53.2,39.4,35.8,41.5,25.5,48.12703271,48.81193801,1.170843696,0.577769275,40.6686994,9.115971329,95
728.0,285,193.7,486.8,48018,141425,15.6,141.4177126,"(45201, 48021.6]",37.8,36.7,38.6,"Jackson County, Mississippi",2.78,48.0,18.4,30.1,,4.2,31.4,12.1,53.5,9.1,62.3,48.3,42.0,32.0,18.2,72.28382951,21.82603998,2.261935227,1.314367767,48.31017873,5.060304916000001,96
316.0,141,176.8,420.9,50243,63642,11.9,0.0,"(48021.6, 51046.4]",40.9,38.3,43.3,"Sauk County, Wisconsin",2.45,53.8,17.2,37.1,,9.3,36.6,15.3,64.9,5.5,71.9,55.5,49.1,34.4,17.2,95.251778,0.53498857,0.6715138429999999,0.612776226,52.09427184,4.992503748,97
110.0,46,169.5,438.3,38966,16005,20.6,0.0,"(37413.8, 40362.7]",48.2,46.8,49.8,"Baker County, Oregon",2.16,56.3,19.4,36.4,39.1,5.0,31.8,13.1,48.0,10.1,61.9,,33.4,45.6,22.3,94.94144032,0.255419885,0.67904311,0.3364066779999999,51.56424581,9.370529328,98
168.0,78,209.5,463.4,35799,27037,20.6,1146.576913,"(34218.1, 37413.8]",43.0,42.3,44.1,"Mason County, West Virginia",2.44,51.6,23.1,42.5,,3.3,47.5,7.8,41.2,10.3,59.6,41.6,39.0,47.6,26.6,97.86584244,0.724877654,0.058873312,0.099348714,50.71046319,3.66910141,99
524.0,211,184.2,461.9,43065,104091,17.5,9.606978509,"(42724.4, 45201]",39.4,38.0,40.4,"Bradley County, Tennessee",2.58,51.7,12.8,37.0,,4.5,32.3,12.9,53.4,11.2,63.6,,42.8,35.3,19.6,91.70700163,4.630518704,1.034665204,0.588857753,51.58581605,7.159837221,100
29.0,12,145.4,403.4,53944,6047,10.4,0.0,"(51046.4, 54545.6]",36.1,36.0,36.1,"Hamlin County, South Dakota",2.64,66.2,19.1,52.0,,3.0,43.3,15.2,66.4,2.5,79.5,64.2,47.9,26.6,12.5,97.02440655,0.11701772,0.267469074,1.086593113,65.2892562,11.43878463,103
